Display Name,Species ID,HP,Attack,Defense,Speed,Sp. Attack,Sp. Defense,Total Stats,Type 1,Type 2,Growth Rate,Evolution Species,Evolution Method,Evolution Level
Flygon,FLYGON,80,100,80,100,80,80,520,TYPE_GROUND,TYPE_DRAGON,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Cacnea,CACNEA,50,85,40,35,85,40,335,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,CACTURNE,EVO_LEVEL,32
Cacturne,CACTURNE,70,115,60,55,115,60,475,TYPE_GRASS,TYPE_DARK,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Swablu,SWABLU,45,40,60,50,40,75,310,TYPE_NORMAL,TYPE_FLYING,GROWTH_ERRATIC,ALTARIA,EVO_LEVEL,35
Altaria,ALTARIA,75,70,90,80,70,105,490,TYPE_DRAGON,TYPE_FLYING,GROWTH_ERRATIC,NONE,NONE,0
Zangoose,ZANGOOSE,73,115,60,90,60,60,458,TYPE_NORMAL,TYPE_NORMAL,GROWTH_ERRATIC,NONE,NONE,0
Seviper,SEVIPER,73,100,60,65,100,60,458,TYPE_POISON,TYPE_POISON,GROWTH_FLUCTUATING,NONE,NONE,0
Lunatone,LUNATONE,0,55,65,70,95,85,370,TYPE_ROCK,TYPE_PSYCHIC,GROWTH_FAST,NONE,NONE,0
Solrock,SOLROCK,0,95,85,70,55,65,370,TYPE_ROCK,TYPE_PSYCHIC,GROWTH_FAST,NONE,NONE,0
Barboach,BARBOACH,50,50,45,60,50,45,300,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,WHISCASH,EVO_LEVEL,30
Whiscash,WHISCASH,110,78,73,60,76,71,468,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0
Corphish,CORPHISH,43,80,65,35,50,35,308,TYPE_WATER,TYPE_WATER,GROWTH_FLUCTUATING,CRAWDAUNT,EVO_LEVEL,30
Crawdaunt,CRAWDAUNT,63,120,85,55,90,55,468,TYPE_WATER,TYPE_DARK,GROWTH_FLUCTUATING,NONE,NONE,0
Baltoy,BALTOY,40,40,55,55,40,70,300,TYPE_GROUND,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,CLAYDOL,EVO_LEVEL,36
Claydol,CLAYDOL,60,70,105,75,70,120,500,TYPE_GROUND,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Lileep,LILEEP,66,41,77,23,61,87,355,TYPE_ROCK,TYPE_GRASS,GROWTH_ERRATIC,CRADILY,EVO_LEVEL,40
Cradily,CRADILY,86,81,97,43,81,107,495,TYPE_ROCK,TYPE_GRASS,GROWTH_ERRATIC,NONE,NONE,0
Anorith,ANORITH,45,95,50,75,40,50,355,TYPE_ROCK,TYPE_BUG,GROWTH_ERRATIC,ARMALDO,EVO_LEVEL,40
Armaldo,ARMALDO,75,125,100,45,70,80,495,TYPE_ROCK,TYPE_BUG,GROWTH_ERRATIC,NONE,NONE,0
Feebas,FEEBAS,20,15,20,80,10,55,200,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,MILOTIC,EVO_BEAUTY,170
Feebas,FEEBAS,20,15,20,80,10,55,200,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,MILOTIC,EVO_ITEM,ITEM_PRISM_SCALE
Milotic,MILOTIC,95,60,79,81,100,125,540,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,NONE,NONE,0
Castform,CASTFORM_NORMAL,70,70,70,70,70,70,420,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Castform,CASTFORM_SUNNY,70,70,70,70,70,70,420,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Castform,CASTFORM_RAINY,70,70,70,70,70,70,420,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Castform,CASTFORM_SNOWY,70,70,70,70,70,70,420,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kecleon,KECLEON,60,90,70,40,60,120,440,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Shuppet,SHUPPET,45,75,35,45,65,35,300,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,BANETTE,EVO_LEVEL,37
Banette,BANETTE,64,115,65,65,83,63,455,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,NONE,NONE,0
Duskull,DUSKULL,25,40,90,25,30,90,300,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,DUSCLOPS,EVO_LEVEL,37
Dusclops,DUSCLOPS,40,70,130,25,60,130,455,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,DUSKNOIR,EVO_ITEM,ITEM_REAPER_CLOTH
Dusknoir,DUSKNOIR,45,100,135,45,65,135,525,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,NONE,NONE,0
Tropius,TROPIUS,99,68,83,51,72,87,460,TYPE_GRASS,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Chingling,CHINGLING,45,30,50,45,65,50,285,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_FAST,CHIMECHO,EVO_FRIENDSHIP,0
Chimecho,CHIMECHO,0,50,0,65,95,0,210,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_FAST,NONE,NONE,0
Absol,ABSOL,65,130,60,75,75,60,465,TYPE_DARK,TYPE_DARK,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Snorunt,SNORUNT,50,50,50,50,50,50,300,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,GLALIE,EVO_LEVEL,42
Snorunt,SNORUNT,50,50,50,50,50,50,300,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,FROSLASS,EVO_ITEM_FEMALE,ITEM_DAWN_STONE
Glalie,GLALIE,80,80,80,80,80,80,480,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Froslass,FROSLASS,70,80,70,110,80,70,480,TYPE_ICE,TYPE_GHOST,GROWTH_MEDIUM_FAST,NONE,NONE,0
Spheal,SPHEAL,70,40,55,25,55,55,300,TYPE_ICE,TYPE_WATER,GROWTH_MEDIUM_SLOW,SEALEO,EVO_LEVEL,32
Sealeo,SEALEO,90,60,70,45,75,70,410,TYPE_ICE,TYPE_WATER,GROWTH_MEDIUM_SLOW,WALREIN,EVO_LEVEL,44
Walrein,WALREIN,110,80,90,65,95,90,530,TYPE_ICE,TYPE_WATER,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Clamperl,CLAMPERL,35,64,85,32,74,55,345,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,HUNTAIL,EVO_ITEM,ITEM_DEEP_SEA_TOOTH
Clamperl,CLAMPERL,35,64,85,32,74,55,345,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,GOREBYSS,EVO_ITEM,ITEM_DEEP_SEA_SCALE
Huntail,HUNTAIL,55,104,105,52,94,75,485,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,NONE,NONE,0
Gorebyss,GOREBYSS,55,84,105,52,114,75,485,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,NONE,NONE,0
Relicanth,RELICANTH,100,90,130,55,45,65,485,TYPE_WATER,TYPE_ROCK,GROWTH_SLOW,NONE,NONE,0
Luvdisc,LUVDISC,43,30,55,97,40,65,330,TYPE_WATER,TYPE_WATER,GROWTH_FAST,NONE,NONE,0
Bagon,BAGON,45,75,60,50,40,30,300,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,SHELGON,EVO_LEVEL,30
Shelgon,SHELGON,65,95,100,50,60,50,420,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,SALAMENCE,EVO_LEVEL,50
Salamence,SALAMENCE,95,135,80,100,110,80,600,TYPE_DRAGON,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Beldum,BELDUM,40,55,80,30,35,60,300,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_SLOW,METANG,EVO_LEVEL,20
Metang,METANG,60,75,100,50,55,80,420,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_SLOW,METAGROSS,EVO_LEVEL,45
Metagross,METAGROSS,80,135,130,70,95,90,600,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Regirock,REGIROCK,80,100,200,50,50,100,580,TYPE_ROCK,TYPE_ROCK,GROWTH_SLOW,NONE,NONE,0
Regice,REGICE,80,50,100,50,100,200,580,TYPE_ICE,TYPE_ICE,GROWTH_SLOW,NONE,NONE,0
Registeel,REGISTEEL,80,75,150,50,75,150,580,TYPE_STEEL,TYPE_STEEL,GROWTH_SLOW,NONE,NONE,0
Latias,LATIAS,80,80,90,110,110,130,600,TYPE_DRAGON,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Latios,LATIOS,80,90,80,110,130,110,600,TYPE_DRAGON,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Kyogre,KYOGRE,100,100,90,90,150,140,670,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0
Groudon,GROUDON,100,150,140,90,100,90,670,TYPE_GROUND,TYPE_GROUND,GROWTH_SLOW,NONE,NONE,0
Rayquaza,RAYQUAZA,105,150,90,95,150,90,680,TYPE_DRAGON,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Jirachi,JIRACHI,100,100,100,100,100,100,600,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Deoxys,DEOXYS_NORMAL,50,150,50,150,150,50,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Deoxys,DEOXYS_ATTACK,50,180,20,150,180,20,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Deoxys,DEOXYS_DEFENSE,50,70,160,90,70,160,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Deoxys,DEOXYS_SPEED,50,95,90,180,95,90,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
